Team,League,Country,Gender,Tier,Season,URL,Pld,Pts,Max_Pts,GD,xGD,PPG,Team+Nat,EffAge
Aldosivi,Argentine Primera División,ARG,M,1,2021,https://fbref.com//en/squads/e5927bd8/Aldosivi-Stats,25,33,75,-10,,1.32,Aldosivi (ARG),28.33376686717607
Argentinos Jun,Argentine Primera División,ARG,M,1,2021,https://fbref.com//en/squads/d01a653b/Argentinos-Jun-Stats,25,32,75,1,,1.28,Argentinos Jun (ARG),27.160311220974997
Arsenal,Argentine Primera División,ARG,M,1,2021,https://fbref.com//en/squads/4bee7ba3/Arsenal-Stats,24,20,72,-22,,0.8333333333333334,Arsenal (ARG),28.50787700084246
Banfield,Argentine Primera División,ARG,M,1,2021,https://fbref.com//en/squads/06c1606c/Banfield-Stats,24,26,72,-5,,1.0833333333333333,Banfield (ARG),25.701884565116572
Boca Juniors,Argentine Primera División,ARG,M,1,2021,https://fbref.com//en/squads/795ca75e/Boca-Juniors-Stats,25,41,75,16,,1.64,Boca Juniors (ARG),25.977039471015374
CA Huracán,Argentine Primera División,ARG,M,1,2021,https://fbref.com//en/squads/1d3d37ae/CA-Huracan-Stats,25,38,75,3,,1.52,CA Huracán (ARG),27.788985999838147
CA Unión,Argentine Primera División,ARG,M,1,2021,https://fbref.com//en/squads/5adc7e67/CA-Union-Stats,25,34,75,0,,1.36,CA Unión (ARG),24.920506164828033
CC Córdoba,Argentine Primera División,ARG,M,1,2021,https://fbref.com//en/squads/9aa97c75/CC-Cordoba-Stats,25,26,75,-6,,1.04,CC Córdoba (ARG),27.527799180826474
Club Atlético Platense,Argentine Primera División,ARG,M,1,2021,https://fbref.com//en/squads/3cbfa767/Club-Atletico-Platense-Stats,25,31,75,0,,1.24,Club Atlético Platense (ARG),27.276459372844915
Club Atlético Sarmiento,Argentine Primera División,ARG,M,1,2021,https://fbref.com//en/squads/e9ae80b7/Club-Atletico-Sarmiento-Stats,25,24,75,-10,,0.96,Club Atlético Sarmiento (ARG),26.545050325397145
Colón,Argentine Primera División,ARG,M,1,2021,https://fbref.com//en/squads/2d84bb17/Colon-Stats,25,39,75,-5,,1.56,Colón (ARG),27.55285084136579
Defensa y Just,Argentine Primera División,ARG,M,1,2021,https://fbref.com//en/squads/a4570206/Defensa-y-Just-Stats,25,47,75,19,,1.88,Defensa y Just (ARG),26.065738341968913
Estudiantes,Argentine Primera División,ARG,M,1,2021,https://fbref.com//en/squads/df734df9/Estudiantes-Stats,25,39,75,12,,1.56,Estudiantes (ARG),27.793454545454544
Gimnasia ELP,Argentine Primera División,ARG,M,1,2021,https://fbref.com//en/squads/950a95f2/Gimnasia-ELP-Stats,25,36,75,-1,,1.44,Gimnasia ELP (ARG),27.153386046130525
Godoy Cruz,Argentine Primera División,ARG,M,1,2021,https://fbref.com//en/squads/ac9a09b4/Godoy-Cruz-Stats,25,31,75,2,,1.24,Godoy Cruz (ARG),24.8398908439231
Independiente,Argentine Primera División,ARG,M,1,2021,https://fbref.com//en/squads/40bb0ce9/Independiente-Stats,25,38,75,3,,1.52,Independiente (ARG),26.776779208161283
Lanús,Argentine Primera División,ARG,M,1,2021,https://fbref.com//en/squads/11b6dba8/Lanus-Stats,25,37,75,1,,1.48,Lanús (ARG),26.591588066226773
Newell's OB,Argentine Primera División,ARG,M,1,2021,https://fbref.com//en/squads/9bf4eaf4/Newells-OB-Stats,25,28,75,-8,,1.12,Newell's OB (ARG),26.811205796385494
Patronato,Argentine Primera División,ARG,M,1,2021,https://fbref.com//en/squads/0e6891d5/Patronato-Stats,25,25,75,-12,,1.0,Patronato (ARG),28.241627568354634
Racing Club,Argentine Primera División,ARG,M,1,2021,https://fbref.com//en/squads/8e20e13d/Racing-Club-Stats,25,32,75,1,,1.28,Racing Club (ARG),27.67973405764787
River Plate,Argentine Primera División,ARG,M,1,2021,https://fbref.com//en/squads/ef99c78c/River-Plate-Stats,25,54,75,34,,2.16,River Plate (ARG),26.737584627234767
Rosario Cent,Argentine Primera División,ARG,M,1,2021,https://fbref.com//en/squads/87a920fa/Rosario-Cent-Stats,25,32,75,-2,,1.28,Rosario Cent (ARG),25.983842812487314
San Lorenzo,Argentine Primera División,ARG,M,1,2021,https://fbref.com//en/squads/66da6009/San-Lorenzo-Stats,25,27,75,-10,,1.08,San Lorenzo (ARG),28.06710291009592
Talleres,Argentine Primera División,ARG,M,1,2021,https://fbref.com//en/squads/ceda2145/Talleres-Stats,25,46,75,10,,1.84,Talleres (ARG),25.505779291884657
Tucumán,Argentine Primera División,ARG,M,1,2021,https://fbref.com//en/squads/42a1ab8b/Tucuman-Stats,25,22,75,-24,,0.88,Tucumán (ARG),28.93071874240337
Vélez Sarsf,Argentine Primera División,ARG,M,1,2021,https://fbref.com//en/squads/41c139b6/Velez-Sarsf-Stats,25,39,75,13,,1.56,Vélez Sarsf (ARG),26.737669069409574
Adelaide,A-League,AUS,M,1,2021,https://fbref.com//en/squads/a4302376/Adelaide-United-Stats,4,3,12,-1,,0.75,Adelaide (AUS),27.08411214953271
Brisbane,A-League,AUS,M,1,2021,https://fbref.com//en/squads/3efc42c3/Brisbane-Roar-Stats,4,1,12,-5,,0.25,Brisbane (AUS),25.04949494949495
Central Coast,A-League,AUS,M,1,2021,https://fbref.com//en/squads/605aca82/Central-Coast-Mariners-Stats,4,6,12,1,,1.5,Central Coast (AUS),25.152198421646
Macarthur FC,A-League,AUS,M,1,2021,https://fbref.com//en/squads/f951d655/Macarthur-FC-Stats,4,10,12,4,,2.5,Macarthur FC (AUS),27.48939393939394
Melb City,A-League,AUS,M,1,2021,https://fbref.com//en/squads/31553c94/Melbourne-City-Stats,4,7,12,1,,1.75,Melb City (AUS),27.018939393939394
Melb Victory,A-League,AUS,M,1,2021,https://fbref.com//en/squads/fbcd7d37/Melbourne-Victory-Stats,4,9,12,2,,2.25,Melb Victory (AUS),28.021477882894402
Newcastle,A-League,AUS,M,1,2021,https://fbref.com//en/squads/f9e3296b/Newcastle-Jets-Stats,4,5,12,3,,1.25,Newcastle (AUS),26.02348484848485
Perth Glory,A-League,AUS,M,1,2021,https://fbref.com//en/squads/f2b23808/Perth-Glory-Stats,4,4,12,1,,1.0,Perth Glory (AUS),27.51010101010101
Sydney FC,A-League,AUS,M,1,2021,https://fbref.com//en/squads/2466c132/Sydney-FC-Stats,4,2,12,-3,,0.5,Sydney FC (AUS),28.665151515151514
W Sydney,A-League,AUS,M,1,2021,https://fbref.com//en/squads/38e60d08/Western-Sydney-Wanderers-Stats,4,5,12,0,,1.25,W Sydney (AUS),28.266414141414142
Wellington,A-League,AUS,M,1,2021,https://fbref.com//en/squads/81134e0b/Wellington-Phoenix-Stats,4,4,12,-5,,1.0,Wellington (AUS),24.996464646464645
Western United,A-League,AUS,M,1,2021,https://fbref.com//en/squads/af4ccd77/Western-United-Stats,4,9,12,2,,2.25,Western United (AUS),30.211363636363636
Admira,Austrian Football Bundesliga,AUT,M,1,2021,https://fbref.com//en/squads/d7d06475/Admira-Wacker-Modling-Stats,18,16,54,-4,,0.8888888888888888,Admira (AUT),24.622439792932703
Austria Wien,Austrian Football Bundesliga,AUT,M,1,2021,https://fbref.com//en/squads/ee0bccc5/Austria-Wien-Stats,18,21,54,2,,1.1666666666666667,Austria Wien (AUT),24.117343214867216
Hartberg,Austrian Football Bundesliga,AUT,M,1,2021,https://fbref.com//en/squads/f6d9c820/Hartberg-Stats,18,21,54,0,,1.1666666666666667,Hartberg (AUT),27.268013468013468
LASK,Austrian Football Bundesliga,AUT,M,1,2021,https://fbref.com//en/squads/d20821dd/LASK-Stats,18,20,54,-3,,1.1111111111111112,LASK (AUT),25.66291439185006
RB Salzburg,Austrian Football Bundesliga,AUT,M,1,2021,https://fbref.com//en/squads/50f2a074/Red-Bull-Salzburg-Stats,18,45,54,30,,2.5,RB Salzburg (AUT),22.610830527497193
Rapid Wien,Austrian Football Bundesliga,AUT,M,1,2021,https://fbref.com//en/squads/912e4c40/Rapid-Wien-Stats,18,24,54,0,,1.3333333333333333,Rapid Wien (AUT),24.899657668780517
Ried,Austrian Football Bundesliga,AUT,M,1,2021,https://fbref.com//en/squads/8bb8811f/Ried-Stats,18,24,54,-10,,1.3333333333333333,Ried (AUT),26.12406947890819
SCR Altach,Austrian Football Bundesliga,AUT,M,1,2021,https://fbref.com//en/squads/80beba99/Rheindorf-Altach-Stats,18,13,54,-18,,0.7222222222222222,SCR Altach (AUT),26.16953455571227
SK Austria Klagenfurt,Austrian Football Bundesliga,AUT,M,1,2021,https://fbref.com//en/squads/7030fffd/SK-Austria-Klagenfurt-Stats,18,25,54,-1,,1.3888888888888888,SK Austria Klagenfurt (AUT),25.32839899795035
Sturm Graz,Austrian Football Bundesliga,AUT,M,1,2021,https://fbref.com//en/squads/3f4fe568/Sturm-Graz-Stats,18,31,54,11,,1.7222222222222223,Sturm Graz (AUT),24.839152189801542
WSG Tirol,Austrian Football Bundesliga,AUT,M,1,2021,https://fbref.com//en/squads/c63dd2d5/WSG-Tirol-Stats,18,19,54,-10,,1.0555555555555556,WSG Tirol (AUT),24.65735012934428
Wolfsberger AC,Austrian Football Bundesliga,AUT,M,1,2021,https://fbref.com//en/squads/426658a6/Wolfsberger-AC-Stats,18,31,54,3,,1.7222222222222223,Wolfsberger AC (AUT),26.1789515175404
Anderlecht,Belgian First Division A,BEL,M,1,2021,https://fbref.com//en/squads/08ad393c/Anderlecht-Stats,18,31,54,15,,1.7222222222222223,Anderlecht (BEL),24.46544038819613
Antwerp,Belgian First Division A,BEL,M,1,2021,https://fbref.com//en/squads/c2e6b53b/Antwerp-Stats,18,33,54,11,,1.8333333333333333,Antwerp (BEL),26.318015430534437
Beerschot,Belgian First Division A,BEL,M,1,2021,https://fbref.com//en/squads/c16e44ce/Beerschot-Wilrijk-Stats,18,9,54,-17,,0.5,Beerschot (BEL),25.841463414634145
Cercle Brugge,Belgian First Division A,BEL,M,1,2021,https://fbref.com//en/squads/e8d2adc4/Cercle-Brugge-Stats,18,19,54,-3,,1.0555555555555556,Cercle Brugge (BEL),23.192603400864247
Charleroi,Belgian First Division A,BEL,M,1,2021,https://fbref.com//en/squads/140e320a/Charleroi-Stats,17,29,51,7,,1.7058823529411764,Charleroi (BEL),24.278333929209868
Club Brugge,Belgian First Division A,BEL,M,1,2021,https://fbref.com//en/squads/f1e6c5f1/Club-Brugge-Stats,18,36,54,12,,2.0,Club Brugge (BEL),26.420379654142963
Eupen,Belgian First Division A,BEL,M,1,2021,https://fbref.com//en/squads/5809ddc3/Eupen-Stats,18,25,54,2,,1.3888888888888888,Eupen (BEL),26.331684281538116
Genk,Belgian First Division A,BEL,M,1,2021,https://fbref.com//en/squads/1e972a99/Genk-Stats,18,22,54,1,,1.2222222222222223,Genk (BEL),23.65331088664422
Gent,Belgian First Division A,BEL,M,1,2021,https://fbref.com//en/squads/51e5a603/Gent-Stats,18,30,54,11,,1.6666666666666667,Gent (BEL),27.681173291296027
Kortrijk,Belgian First Division A,BEL,M,1,2021,https://fbref.com//en/squads/77193015/Kortrijk-Stats,18,25,54,0,,1.3888888888888888,Kortrijk (BEL),26.477575689109806
Mechelen,Belgian First Division A,BEL,M,1,2021,https://fbref.com//en/squads/09f00144/Mechelen-Stats,18,27,54,-2,,1.5,Mechelen (BEL),26.050756000224833
OH Leuven,Belgian First Division A,BEL,M,1,2021,https://fbref.com//en/squads/27e981a3/OH-Leuven-Stats,18,20,54,-6,,1.1111111111111112,OH Leuven (BEL),26.240973356615783
Oostende,Belgian First Division A,BEL,M,1,2021,https://fbref.com//en/squads/95b895fe/Oostende-Stats,18,20,54,-16,,1.1111111111111112,Oostende (BEL),23.750901510029298
R.F.C. Seraing,Belgian First Division A,BEL,M,1,2021,https://fbref.com//en/squads/89e806ff/RFC-Seraing-Stats,18,19,54,-13,,1.0555555555555556,R.F.C. Seraing (BEL),24.648122078945885
Sint-Truiden,Belgian First Division A,BEL,M,1,2021,https://fbref.com//en/squads/80328a1e/Sint-Truiden-Stats,18,21,54,-8,,1.1666666666666667,Sint-Truiden (BEL),26.581658503631143
Standard Liège,Belgian First Division A,BEL,M,1,2021,https://fbref.com//en/squads/33c6b26e/Standard-Liege-Stats,17,23,51,-7,,1.3529411764705883,Standard Liège (BEL),23.40852310083079
Union SG,Belgian First Division A,BEL,M,1,2021,https://fbref.com//en/squads/e14f61a5/Union-SG-Stats,18,40,54,27,,2.2222222222222223,Union SG (BEL),26.24021402421853
Zulte Waregem,Belgian First Division A,BEL,M,1,2021,https://fbref.com//en/squads/ecd34b98/Zulte-Waregem-Stats,18,17,54,-14,,0.9444444444444444,Zulte Waregem (BEL),26.64569555141032
Excel Mouscron,Belgian First Division B,BEL,M,2,2021,https://fbref.com//en/squads/f780fd06/Excel-Mouscron-Stats,15,18,45,-6,,1.2,Excel Mouscron (BEL),28.726467783680697
KMSK Deinze,Belgian First Division B,BEL,M,2,2021,https://fbref.com//en/squads/d6611ea0/KMSK-Deinze-Stats,15,20,45,2,,1.3333333333333333,KMSK Deinze (BEL),27.37117019840734
Lierse Kempenzonen,Belgian First Division B,BEL,M,2,2021,https://fbref.com//en/squads/97c66f8c/Lierse-Kempenzonen-Stats,15,18,45,-1,,1.2,Lierse Kempenzonen (BEL),26.5593265993266
Lommel SK,Belgian First Division B,BEL,M,2,2021,https://fbref.com//en/squads/6f98eba9/Lommel-SK-Stats,15,15,45,-3,,1.0,Lommel SK (BEL),23.5454606908673
RWD Molenbeek,Belgian First Division B,BEL,M,2,2021,https://fbref.com//en/squads/e423ea45/RWD-Molenbeek-Stats,14,20,42,0,,1.4285714285714286,RWD Molenbeek (BEL),26.176678956119424
Virton,Belgian First Division B,BEL,M,2,2021,https://fbref.com//en/squads/3ae1e75f/Virton-Stats,15,13,45,-13,,0.8666666666666667,Virton (BEL),23.049281036927024
Waasland-Bev,Belgian First Division B,BEL,M,2,2021,https://fbref.com//en/squads/0217e4d8/Waasland-Beveren-Stats,15,23,45,5,,1.5333333333333334,Waasland-Bev (BEL),25.803591924920667
Westerlo,Belgian First Division B,BEL,M,2,2021,https://fbref.com//en/squads/57b6cfb8/Westerlo-Stats,14,33,42,16,,2.357142857142857,Westerlo (BEL),24.216522366522366
Always Ready,División de Fútbol Profesional,BOL,M,1,2021,https://fbref.com//en/squads/8d727f54/Always-Ready-Stats,30,64,90,35,,2.1333333333333333,Always Ready (BOL),30.07986134944059
Atlético Palmaflor,División de Fútbol Profesional,BOL,M,1,2021,https://fbref.com//en/squads/1492ae0a/Atletico-Palmaflor-Stats,30,40,90,-3,,1.3333333333333333,Atlético Palmaflor (BOL),27.767642871669718
Aurora,División de Fútbol Profesional,BOL,M,1,2021,https://fbref.com//en/squads/c0dcc2ac/Aurora-Stats,30,33,90,-11,,1.1,Aurora (BOL),29.75821765086672
Blooming,División de Fútbol Profesional,BOL,M,1,2021,https://fbref.com//en/squads/40d8842e/Blooming-Stats,30,26,90,-22,,0.8666666666666667,Blooming (BOL),27.626603020803646
Bolívar,División de Fútbol Profesional,BOL,M,1,2021,https://fbref.com//en/squads/e69cb5b6/Bolivar-Stats,30,56,90,34,,1.8666666666666667,Bolívar (BOL),25.999291880226597
Guabirá,División de Fútbol Profesional,BOL,M,1,2021,https://fbref.com//en/squads/92adb2d6/Guabira-Stats,30,44,90,0,,1.4666666666666666,Guabirá (BOL),28.262992637505413
Independiente Petrolero,División de Fútbol Profesional,BOL,M,1,2021,https://fbref.com//en/squads/8211ee59/Independiente-Petrolero-Stats,30,65,90,26,,2.1666666666666665,Independiente Petrolero (BOL),30.52624727323904
Nacional Potosí,División de Fútbol Profesional,BOL,M,1,2021,https://fbref.com//en/squads/ad63267c/Nacional-Potosi-Stats,30,39,90,-1,,1.3,Nacional Potosí (BOL),29.396170227500953
Oriente Petrolero,División de Fútbol Profesional,BOL,M,1,2021,https://fbref.com//en/squads/bdc20e84/Oriente-Petrolero-Stats,30,51,90,17,,1.7,Oriente Petrolero (BOL),26.761812425801345
Real Potosí,División de Fútbol Profesional,BOL,M,1,2021,https://fbref.com//en/squads/48ac1e43/Real-Potosi-Stats,30,25,90,-33,,0.8333333333333334,Real Potosí (BOL),28.56216969004428
Real Santa Cruz,División de Fútbol Profesional,BOL,M,1,2021,https://fbref.com//en/squads/f9667ebb/Real-Santa-Cruz-Stats,30,38,90,-8,,1.2666666666666666,Real Santa Cruz (BOL),28.128780388011865
Real Tomayapo,División de Fútbol Profesional,BOL,M,1,2021,https://fbref.com//en/squads/e0bd5e35/Real-Tomayapo-Stats,30,32,90,-17,,1.0666666666666667,Real Tomayapo (BOL),29.793048170159526
Royal Parí,División de Fútbol Profesional,BOL,M,1,2021,https://fbref.com//en/squads/ee5932d2/Royal-Pari-Stats,30,51,90,21,,1.7,Royal Parí (BOL),30.82364049659031
San José,División de Fútbol Profesional,BOL,M,1,2021,https://fbref.com//en/squads/4073db4f/San-Jose-Stats,30,-8,90,-87,,-0.26666666666666666,San José (BOL),23.132186371150432
The Strongest,División de Fútbol Profesional,BOL,M,1,2021,https://fbref.com//en/squads/6dcc14bf/The-Strongest-Stats,30,60,90,33,,2.0,The Strongest (BOL),29.820005592059275
Wilstermann,División de Fútbol Profesional,BOL,M,1,2021,https://fbref.com//en/squads/a58173b2/Jorge-Wilstermann-Stats,30,46,90,16,,1.5333333333333334,Wilstermann (BOL),29.167382573773356
América (MG),Campeonato Brasileiro Série A,BRA,M,1,2021,https://fbref.com//en/squads/1f68d780/America-MG-Stats,38,53,114,4,,1.394736842105263,América (MG) (BRA),28.527005824003403
Atl Goianiense,Campeonato Brasileiro Série A,BRA,M,1,2021,https://fbref.com//en/squads/32d508ca/Atletico-Goianiense-Stats,38,53,114,-3,,1.394736842105263,Atl Goianiense (BRA),25.866945472949574
Atl Paranaense,Campeonato Brasileiro Série A,BRA,M,1,2021,https://fbref.com//en/squads/2091c619/Atletico-Paranaense-Stats,38,47,114,-4,,1.236842105263158,Atl Paranaense (BRA),24.589953801372605
Atlético Mineiro,Campeonato Brasileiro Série A,BRA,M,1,2021,https://fbref.com//en/squads/422bb734/Atletico-Mineiro-Stats,38,84,114,33,,2.210526315789474,Atlético Mineiro (BRA),27.196294228673207
Bahia,Campeonato Brasileiro Série A,BRA,M,1,2021,https://fbref.com//en/squads/157b7fee/Bahia-Stats,38,43,114,-9,,1.131578947368421,Bahia (BRA),26.655093272130447
Bragantino,Campeonato Brasileiro Série A,BRA,M,1,2021,https://fbref.com//en/squads/f98930d1/Bragantino-Stats,38,56,114,9,,1.4736842105263157,Bragantino (BRA),23.235848554236114
Ceará,Campeonato Brasileiro Série A,BRA,M,1,2021,https://fbref.com//en/squads/2f335e17/Ceara-Stats,38,50,114,1,,1.3157894736842106,Ceará (BRA),26.709346615880456
Chapecoense,Campeonato Brasileiro Série A,BRA,M,1,2021,https://fbref.com//en/squads/baa296ad/Chapecoense-Stats,38,15,114,-40,,0.39473684210526316,Chapecoense (BRA),24.903697770658123
Corinthians,Campeonato Brasileiro Série A,BRA,M,1,2021,https://fbref.com//en/squads/bf4acd28/Corinthians-Stats,38,57,114,4,,1.5,Corinthians (BRA),27.779195576468087
Cuiabá,Campeonato Brasileiro Série A,BRA,M,1,2021,https://fbref.com//en/squads/f0e6fb14/Cuiaba-Stats,38,47,114,-3,,1.236842105263158,Cuiabá (BRA),27.848281553656523
Flamengo,Campeonato Brasileiro Série A,BRA,M,1,2021,https://fbref.com//en/squads/639950ae/Flamengo-Stats,38,71,114,33,,1.868421052631579,Flamengo (BRA),26.846094457164156
Fluminense,Campeonato Brasileiro Série A,BRA,M,1,2021,https://fbref.com//en/squads/84d9701c/Fluminense-Stats,38,54,114,0,,1.4210526315789473,Fluminense (BRA),25.80992703839804
Fortaleza,Campeonato Brasileiro Série A,BRA,M,1,2021,https://fbref.com//en/squads/a9d0ab0e/Fortaleza-Stats,38,58,114,-1,,1.5263157894736843,Fortaleza (BRA),27.238805970149254
Grêmio,Campeonato Brasileiro Série A,BRA,M,1,2021,https://fbref.com//en/squads/d5ae3703/Gremio-Stats,38,43,114,-7,,1.131578947368421,Grêmio (BRA),26.383135227333298
Internacional,Campeonato Brasileiro Série A,BRA,M,1,2021,https://fbref.com//en/squads/6f7e1f03/Internacional-Stats,38,48,114,2,,1.263157894736842,Internacional (BRA),25.749886578954392
Juventude,Campeonato Brasileiro Série A,BRA,M,1,2021,https://fbref.com//en/squads/d081b697/Juventude-Stats,38,46,114,-8,,1.2105263157894737,Juventude (BRA),26.66498747267978
Palmeiras,Campeonato Brasileiro Série A,BRA,M,1,2021,https://fbref.com//en/squads/abdce579/Palmeiras-Stats,38,66,114,15,,1.736842105263158,Palmeiras (BRA),26.29856354769075
Santos,Campeonato Brasileiro Série A,BRA,M,1,2021,https://fbref.com//en/squads/712c528f/Santos-Stats,38,50,114,-5,,1.3157894736842106,Santos (BRA),25.003965508064088
Sport Recife,Campeonato Brasileiro Série A,BRA,M,1,2021,https://fbref.com//en/squads/ece66b78/Sport-Recife-Stats,38,38,114,-13,,1.0,Sport Recife (BRA),25.617097298882754
São Paulo,Campeonato Brasileiro Série A,BRA,M,1,2021,https://fbref.com//en/squads/5f232eb1/Sao-Paulo-Stats,38,48,114,-8,,1.263157894736842,São Paulo (BRA),25.91778702518139
Avaí,Campeonato Brasileiro Série B,BRA,M,2,2021,https://fbref.com//en/squads/f205258a/Avai-Stats,38,64,114,9,,1.6842105263157894,Avaí (BRA),30.27964653745528
Botafogo (RJ),Campeonato Brasileiro Série B,BRA,M,2,2021,https://fbref.com//en/squads/d9fdd9d9/Botafogo-RJ-Stats,38,70,114,25,,1.8421052631578947,Botafogo (RJ) (BRA),25.51541697731388
Brasil de Pelotas,Campeonato Brasileiro Série B,BRA,M,2,2021,https://fbref.com//en/squads/d11febf7/Brasil-de-Pelotas-Stats,38,23,114,-29,,0.6052631578947368,Brasil de Pelotas (BRA),25.073060344827585
Brusque Futebol Clube,Campeonato Brasileiro Série B,BRA,M,2,2021,https://fbref.com//en/squads/b8daef43/Brusque-Futebol-Clube-Stats,38,48,114,-12,,1.263157894736842,Brusque Futebol Clube (BRA),28.027050773449773
CRB,Campeonato Brasileiro Série B,BRA,M,2,2021,https://fbref.com//en/squads/7fcb6e83/CRB-Stats,38,60,114,8,,1.5789473684210527,CRB (BRA),27.181745267885788
CSA,Campeonato Brasileiro Série B,BRA,M,2,2021,https://fbref.com//en/squads/05aff519/CSA-Stats,38,62,114,15,,1.631578947368421,CSA (BRA),27.505546540395308
Confiança,Campeonato Brasileiro Série B,BRA,M,2,2021,https://fbref.com//en/squads/e48dfc07/Confianca-Stats,38,37,114,-13,,0.9736842105263158,Confiança (BRA),28.708698548021847
Coritiba,Campeonato Brasileiro Série B,BRA,M,2,2021,https://fbref.com//en/squads/d680d257/Coritiba-Stats,38,64,114,14,,1.6842105263157894,Coritiba (BRA),28.51607138093841
Cruzeiro,Campeonato Brasileiro Série B,BRA,M,2,2021,https://fbref.com//en/squads/03ff5eeb/Cruzeiro-Stats,38,48,114,-2,,1.263157894736842,Cruzeiro (BRA),27.167183904970837
Goiás,Campeonato Brasileiro Série B,BRA,M,2,2021,https://fbref.com//en/squads/78c617cc/Goias-Stats,38,65,114,17,,1.7105263157894737,Goiás (BRA),26.316072093146897
Guarani,Campeonato Brasileiro Série B,BRA,M,2,2021,https://fbref.com//en/squads/341d7cb0/Guarani-Stats,38,60,114,13,,1.5789473684210527,Guarani (BRA),26.46486832284892
Londrina,Campeonato Brasileiro Série B,BRA,M,2,2021,https://fbref.com//en/squads/7886dd6c/Londrina-Stats,38,44,114,-10,,1.1578947368421053,Londrina (BRA),25.534987990392313
Náutico,Campeonato Brasileiro Série B,BRA,M,2,2021,https://fbref.com//en/squads/b5effd9e/Nautico-Stats,38,53,114,0,,1.394736842105263,Náutico (BRA),25.417066666666667
Operário,Campeonato Brasileiro Série B,BRA,M,2,2021,https://fbref.com//en/squads/d2dc922e/Operario-Stats,38,48,114,-11,,1.263157894736842,Operário (BRA),28.74643829037938
Ponte Preta,Campeonato Brasileiro Série B,BRA,M,2,2021,https://fbref.com//en/squads/b162ebe7/Ponte-Preta-Stats,38,49,114,-1,,1.2894736842105263,Ponte Preta (BRA),24.614610510622438
Remo,Campeonato Brasileiro Série B,BRA,M,2,2021,https://fbref.com//en/squads/2d4d7b6a/Remo-Stats,38,43,114,-11,,1.131578947368421,Remo (BRA),27.075780563762677
Sampaio Corrêa,Campeonato Brasileiro Série B,BRA,M,2,2021,https://fbref.com//en/squads/740be0b0/Sampaio-Correa-Stats,38,47,114,-1,,1.236842105263158,Sampaio Corrêa (BRA),30.460214996398943
Vasco da Gama,Campeonato Brasileiro Série B,BRA,M,2,2021,https://fbref.com//en/squads/83f55dbe/Vasco-da-Gama-Stats,38,49,114,-9,,1.2894736842105263,Vasco da Gama (BRA),26.92210261353899
Vila Nova,Campeonato Brasileiro Série B,BRA,M,2,2021,https://fbref.com//en/squads/f050c492/Vila-Nova-Stats,38,51,114,-1,,1.3421052631578947,Vila Nova (BRA),27.151515151515152
Vitória,Campeonato Brasileiro Série B,BRA,M,2,2021,https://fbref.com//en/squads/33f95fe0/Vitoria-Stats,38,40,114,-1,,1.0526315789473684,Vitória (BRA),24.558008991992338
Arda,First Professional Football League,BUL,M,1,2021,https://fbref.com//en/squads/66906381/Arda-Stats,17,21,51,-2,,1.2352941176470589,Arda (BUL),26.61708441189469
Beroe,First Professional Football League,BUL,M,1,2021,https://fbref.com//en/squads/ab7b2fe7/Beroe-Stats,19,25,57,-1,,1.3157894736842106,Beroe (BUL),27.842776840921868
Botev Plovdiv,First Professional Football League,BUL,M,1,2021,https://fbref.com//en/squads/e56e174a/Botev-Plovdiv-Stats,19,32,57,2,,1.6842105263157894,Botev Plovdiv (BUL),26.090893732049334
Botev Vratsa,First Professional Football League,BUL,M,1,2021,https://fbref.com//en/squads/87c3235f/Botev-Vratsa-Stats,19,19,57,-8,,1.0,Botev Vratsa (BUL),24.590379832692744
CSKA 1948,First Professional Football League,BUL,M,1,2021,https://fbref.com//en/squads/eac36dde/CSKA-1948-Stats,19,19,57,-8,,1.0,CSKA 1948 (BUL),25.744995206676816
CSKA Sofia,First Professional Football League,BUL,M,1,2021,https://fbref.com//en/squads/cbde2682/CSKA-Sofia-Stats,16,36,48,11,,2.25,CSKA Sofia (BUL),26.643257478560336
Cherno More,First Professional Football League,BUL,M,1,2021,https://fbref.com//en/squads/f61e60c9/Cherno-More-Stats,19,32,57,9,,1.6842105263157894,Cherno More (BUL),26.583483551149165
Levski Sofia,First Professional Football League,BUL,M,1,2021,https://fbref.com//en/squads/3a7a27c6/Levski-Sofia-Stats,19,26,57,0,,1.368421052631579,Levski Sofia (BUL),25.05457110609481
Loko Plovdiv,First Professional Football League,BUL,M,1,2021,https://fbref.com//en/squads/e0242ef1/Lokomotiv-Plovdiv-Stats,19,25,57,0,,1.3157894736842106,Loko Plovdiv (BUL),26.843818396094058
Lokomotiv Sofia,First Professional Football League,BUL,M,1,2021,https://fbref.com//en/squads/21b98152/Lokomotiv-Sofia-Stats,18,18,54,-12,,1.0,Lokomotiv Sofia (BUL),26.15114340161982
Ludogorets,First Professional Football League,BUL,M,1,2021,https://fbref.com//en/squads/488c6ba1/Ludogorets-Razgrad-Stats,16,42,48,31,,2.625,Ludogorets (BUL),27.24027416386368
Pirin Blagoevgrad,First Professional Football League,BUL,M,1,2021,https://fbref.com//en/squads/50facccf/Pirin-Blagoevgrad-Stats,18,13,54,-10,,0.7222222222222222,Pirin Blagoevgrad (BUL),30.508896396396395
Slavia Sofia,First Professional Football League,BUL,M,1,2021,https://fbref.com//en/squads/b35f18af/Slavia-Sofia-Stats,19,29,57,5,,1.5263157894736843,Slavia Sofia (BUL),24.755705306076223
